,ID,name_en,countries,speakers,location,lat,lon,status
383,648,Macushi (Brazil),Brazil,15000.0,"Linguist Ianes says that maintenance is problematical, even many native teachers don't speak the language",3.7765,-61.1279,1
384,1361,Nahali,India,15000.0,"Madhya Pradesh, south of the Tapti river in Nimar and Ellichpur districts, especially around the village of Tembi 40 km east of Burhanpur. ",21.4735,74.0258,2
385,1524,O'odham (Akimel),United States of America,15000.0,"The Akimel O'odham dialect is spoken on the Gila River, Salt River, and Ak Chin reservations in southern Arizona.",33.059,-112.0479,2
386,871,O'odham (Tohono),United States of America,15000.0,"The Tohono O'odham dialect is spoken on the Tohono O'odham, San Xavier, and Gila Bend reservations in southern Arizona.",31.9186,-111.8798,2
387,2031,Paiwan,China,15000.0,Taiwan Province,22.4313,120.7809,1
388,1719,Shatt,Sudan,15000.0,"Shatt Hills, southwest of Kadugli",10.8117,29.7235,3
389,6,Siwi,Egypt,15000.0,"Siwi is spoken in the Oasis of Siwa located in western  of Egypt,  70 kms from the Lybian  border and  560 km away from Cairo. ",29.1905,25.5322,2
390,1289,Tagargrent,Algeria,15000.0,"Ouargla, Ngouça",30.9587,4.0209,3
391,2162,Tayurayt,Algeria,15000.0,Gouraya and surrounding region,36.5648,1.9061,1
392,2324,Totoli,Indonesia,15000.0,Sulawesi,0.8953,120.2838,1
393,286,Aruaco,Colombia,14799.0,"Sierra Nevada de Santa Marta, northern Colombia",10.0986,-73.5424,1
394,441,Yakkha,Nepal,14648.0,Saṅkhuvā Sabhā and Dhankuṭā districts,27.1908,87.3358,4
395,1584,Kuruba,India,14613.0,"Tamil Nadu (Coimbatore, Pollachi, Dharmapuri, Chengalpet, S.Arcot, and Western Fields, and Western Gate) and Karnataka and also in Andhra Pradesh",11.4369,76.3549,4
396,707,Tuamotuan,French Polynesia (France),14400.0,Tuamotu archipelago,-14.9354,-147.7455,2
397,294,Garífuna (Belize),Belize,14061.0,"Dangriga, Stann Creek, Toledo",17.1833,-88.5833,1
398,1109,Thulung,Nepal,14034.0,Southern Solukhumbu district,27.4534,86.6423,2
399,1190,Bawm,"Bangladesh, India",14000.0,"Mizoram: Chhimtuipui, Lunglei, and Aizawl districts; Tripura; and Assam",22.1874,92.6477,2
400,703,Niuean,Niue,14000.0,"1260 on Niue, remainder mostly in New Zealand",-19.0491,-169.8706,2
401,2574,Uhunduni,Indonesia,14000.0,Irian Jaya,-4.2054,137.031,1
402,1816,Xavante,Brazil,13303.0,"The group lives in in the 9 Indigenous Lands: Chão Preto, Ubawawe , Parabubure, Marechal Rondom, Maraiwatsede, São Marcos, Pimentel Barbosa, Areões and Sangradouro/Volta Grande.",-14.4832,-53.5305,1
403,2304,Dondo,Indonesia,13000.0,Sulawesi,0.747,120.4266,1
404,1168,Khampti,India,13000.0,"Lohit Valley Dt., concentrated in and around Chowkham",27.8827,96.5093,1
405,1721,Tagoi,Sudan,13000.0,"Moreb, Tagoi, Turjok, Tumale Hill",10.8252,30.1657,3
406,939,San Mateo del Mar Huave,Mexico,12667.0,"Municipality of San Mateo del Mar, Oaxaca",16.2,-94.9833,1
407,1751,Q'eqchi' (Belize),Belize,12366.0,"Southern Belize, Stann Creek",16.8107,-88.3999,1
408,1286,Mazatlán Mazatec,Mexico,12340.0,"Municipalities of Mazatlán Villa de Flores, San Juan de los Cues and Santa María Tecomayaca in the state of Oaxaca",18.033,-96.8999,1
409,1309,Badiaranke,Guinea,12205.0,"Spoken in Guinea, Guinea-Bissau and Senegal.

 ",12.4043,-13.5736,3
410,2327,Alune,Indonesia,12000.0,Maluku,-3.0637,128.3752,1
411,1606,Bangani,India,12000.0,"Uttarakhand, in the Garhwal area known as 'Bangan'",29.8692,79.0686,4
412,1046,Chamalal,Russian Federation,12000.0,"the villages of Upper Gakvari, Lower Gakvari, Agvali, Tsumada, Richaganik, Gadyri, Gigatl’, and Kvankhi in Tsumada County in the Republic of Daghestan",42.5712,46.0739,2
413,1090,Hill Miri,India,12000.0,"Lower Subansiri Dt, concentrated in and around the town of Raga",27.7078,94.0374,2
414,2617,Tajio,Indonesia,12000.0,"East coast of the neck, close to Kasimbar and Tada, Sulawesi",-0.0954,120.0173,1
415,2618,Tobada',Indonesia,12000.0,"On the headwaters of the Budong-Budong River, Sulawesi",-2.019,119.4708,5
416,1333,Yurt Tatar,Russian Federation,12000.0,"Volga (Privolzhskiy), Nariman and Volodarskiy counties in Astrakhan Province; also in the suburbs of the city of Astrakhan; an outlying dialect of Nogay not listed at all by the SIL",46.3943,48.3288,2
417,1489,Yaqui (Mexico),Mexico,11806.0,"Localities of Vicam, Potam, and others in the municipality of Guaymas; municipalities of Bacum, Cajeme, Empalme, and San Ignacio Río Muerto in the state of Sonora",27.6436,-110.296,1
418,1784,Ch'orti' (Guatemala),Guatemala,11734.0,"La Unión in municipality of Zacapa; Jocotán, Camotán, Olopa, Quetzaltepeque",14.968,-89.2905,2
419,919,Filomeno Mata Totonac,Mexico,11710.0,"Filomeno Mata, state of Veracruz",20.198,-97.7022,1
420,917,Northern Totonac,Mexico,11529.0,"Jalpan, Pantepec, Tlacuilotepec, Xicotepec de Juárez (State of Puebla); Ixhuatlán de Madero (State of Veracruz)",20.2741,-97.955,4
421,1824,Poqomam,Guatemala,11273.0,"Chinautla, Jalapa, San Luis Jilotepeque",14.6455,-89.7274,2
422,1084,Idu,"China, India",11101.0,Upper and Lower Dibang districts,28.6496,95.8419,2
423,683,Kari'ña (Venezuela),Venezuela (Bolivarian Republic of),11000.0,"State of Anzoategui, also Monagas and Sucre (Venezuela).",8.4941,-64.0942,3
424,731,Machiguenga,Peru,11000.0,"Depto. del Cusco, Prov. de  La  Convención, distrito de  Echarate, cuenca de río Urubamba. Algunos en el departamento de  Madre de  Dios.",-11.8888,-72.9052,2
425,714,Tuvaluan,Tuvalu,11000.0,Tuvalu and New Zealand,-8.5049,179.187,2
426,322,Waunana (Colombia),Colombia,11000.0,Colombia: Lower San Juan river basin in departments of Chocó and Valle del Cauca. A few thousand speakers in Panamá.,4.2806,-77.0581,1
427,1102,Sampang,Nepal,10810.0,Khoṭāṅ and Bhojpur districts.,27.257,86.9444,1
428,2665,Bukiyip,Papua New Guinea,10304.0,"Toricelli mountains, Yangoru District, East Sepik Province",-3.4256,143.0886,1
429,2610,Saparua,Indonesia,10216.0,"Saparua and Seram Island, Lease Islands, central Maluku",-3.5757,128.6464,2
430,1083,Darai,Nepal,10210.0,"Citvan, Tanahũ, Gorkhā, Navalparāsī and Pālpā districts",27.9264,84.331,3
431,1484,Northwestern Tarahumara,Mexico,10031.0,"Locality of Arisiachi and others in the municipality of Bocoyna; municipalities of Cariachi, Cuauhtemoc, Guerrero, Nonoava and San Francisco Borja in the state of Chihuahua",27.9169,-107.0552,1
432,1343,Algherese Catalan,Italy,10000.0,the town of Alghero in northwestern Sardinia; an outlying dialect of Catalan not listed separately by the SIL,40.5638,8.3276,2
433,330,Aragonese,Spain,10000.0,"the high valleys of the Pyrenees, notably Aragon River (Somontano), Sobrarbe and Ribagorza, in the northern part of the Huesca (Uesca) region in the northeast of Aragón, main towns being Graus and Sabiñánigo (Samianigo)",42.2935,-0.4394,2
434,1678,Bukharic,Uzbekistan,10000.0,"Bukhara city and sorrounding areas, Uzbekistan",39.8043,64.4224,2
435,2029,Bunun,China,10000.0,Taiwan Province,23.3624,121.1077,1
436,743,Chayahuita,Peru,10000.0,"Departamentos de Loreto y San Martín, cuenca de  los ríos Paranapura, Cahuapanas, Shillay y Shanusi",-5.3425,-76.6955,2
437,903,Cherokee (Oklahoma),United States of America,10000.0,"Cherokee Nation, OKlahoma, and United Keetoowah Band of Oklahoma and Arkansas.",36.7544,-98.3569,2
438,344,Dalecarlian,Sweden,10000.0,"the central parts of Dalarna Province, with core area in the south of Älvdalen County; the original ISO code [dlc] for Dalecarlian has been retired on false grounds",61.2385,14.0295,2
439,605,"Huitoto (Colombia, Peru)","Colombia, Peru",10000.0,"Depto. de  Loreto, Prov. de  Mariscal Castilla, aldea de  Pucaurquillo en la  cuenca  del río Ampiyaco. También en el río Putumayo y Nanay.
Colombia: Putumayo (rivers Caquetá, Putumayo, Cará-Paraná and Igará-Paraná.",-3.0308,-71.8066,2
440,2173,Hulaula (Israel),Israel,10000.0,All over the country.  Population originally immigrated from Iranian Kurdistan and bordering Iraqi towns.  ,32.2128,34.9118,3
441,1516,Karelian (Tver),Russian Federation,10000.0,"Tver’ Province, mainly around Tolmachi, Maksatikha and Ves’yegonsk",58.1533,36.101,2
442,1055,Kryz,Azerbaijan,10000.0,"the villages of Kryz, Jek, Khaput, Yergyuj and Alyk in Kuba (Quba) County and in expatriate communities elsewhere in Azerbaijan",41.1455,48.164,3
443,300,"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)",10000.0,"Colombia: departments of Guanía, Vichada and Vaupés. 
Venezuela: states of Amazonas and Bolívar.
Brazil: state of Amazonas.
Upper Río Negro and Vaupés rivers area.",2.3723,-67.5659,2
444,1246,Kurtöp,Bhutan,10000.0,"Lhüntsi district, up to Tibetan border, west of Kurichu river",27.7127,90.9667,1
445,1198,Muot,India,10000.0,"on the islands of Nancowry (Muot), Kamorta (Camorta, Kalat or Kinlaha), Trinket (Laful) and Katchal (Tinhnyu)",8.0932,93.4963,4
446,1589,Naiki,India,10000.0,Maharashtra (Chandrapur and Nanded) and Andhra Pradesh (Adilabad),19.8287,78.2281,4
447,1948,Ñandeva Guarani,Brazil,10000.0,"Brazil, States of Paraná and Mato Grosso do Sul",-22.0652,-54.7558,1
448,394,North Frisian,Germany,10000.0,"western coast of Schleswig north of Husum including the Halligen Islands and the adjacent islands of Föhr, Amrum, Sylt and Helgoland",54.7341,8.7478,3
449,483,Northern Khanty,Russian Federation,10000.0,"the lower Ob’ basin and on its tributaries, mainly in Beloyarskiy and Oktyabr’skoye counties and in the adjacent parts of Berezovo County in Khanty-Mansi Autonomous District and in Shuryskary County and the southern parts of Ural (Priural’skiy) County in Yamal Nenets Autonomous District",63.7047,66.676,2
450,1248,Nyenkha,Bhutan,10000.0,Mangde river valley,27.4595,90.4119,1
451,461,Solon,China,10000.0,Morin Dawa Daur and Ewenki autonomous banners and adjacent areas of neighbouring banners in Hulun Buir League of Inner Mongolia as well as Nahe (Nehe) County of Heilongjiang Province,48.166,119.4873,2
452,2331,Taba,Indonesia,10000.0,Maluku,0.0659,127.4084,1
453,718,Tamazight (Tunisia),Tunisia,10000.0,"The language is spoken on the island of Djerba (Adjin Guellala, Sadouikech, Elmal, Mahboubine, Sedghiane)  and in a few southern villages between Gafsa and the Libyan border. including Matmata (Zraoua, Taoujjout, Tamezret), Tataouine (Chouini, Douiret), Médenine, Kebili, Tozeur.
These villages numbered 13 in the 1950s and 1960s (Basset, Penchoen) but the data was even then inaccurate.
Recent claims (eg Congres Mondial Amazigh) suggest the existence of other, unaccounted linguistic communities in the North and near the Algerian border ((Monts de Tebessa, El Kef, Siliana) but there is no tangible evidence, although the claim is not implausible.


",36.0313,9.8767,3
454,2027,Tayal,China,10000.0,Taiwan Province,24.5458,121.3591,1
455,1723,Temein,Sudan,10000.0,"Temein hills southwest of Dilling, between Jebels Ghulfan Morung and Julud (Gulud). ",11.8377,29.4625,3
456,1079,Trukhmen,"Russian Federation, Turkmenistan",10000.0,mainly the north-eastern parts of Stavropol’ Region; an outlying dialect of Turkmen not listed at all by the SIL,44.4886,44.5385,2
457,291,Kogui,Colombia,9911.0,"Sierra Nevada de Santa Marta: northern section. Departments of Magdalena, César and La Guajira",10.8548,-74.0258,1
458,1297,Paloor,Senegal,9680.0,2007,14.7801,-16.8035,1
459,1780,Awakatek (Guatemala),Guatemala,9613.0,"Aguacatán, western Huehuetenango department",15.3429,-91.312,1
460,1541,Choctaw (Louisiana),United States of America,9500.0,"Various locations in Mississippi, Oklahoma, and Louisiana.  Louisiana Choctaw speakers are found in two small state-recognized tribes, the Clifton Choctaws and the Jena Band. The Mississippi Band of Choctaws live in seven small communities scattered throughout the state ( tribal headquarters in Philadelphia, MI).  The Choctaw Nation of Oklahoma is widely dispersed with many tribal members living outside the state.   (Clifton, LA is at  Lat. N 31/18/17, Long. W 92/52/12.)",31.6822,-92.1252,1
461,896,Choctaw (Mississipi),United States of America,9500.0,"Various locations in Mississippi, Oklahoma, and Louisiana.  The Mississippi Band of Choctaws live in seven small communities scattered throughout the state ( tribal headquarters in Philadelphia, MI).  The Choctaw Nation of Oklahoma is widely dispersed with many tribal members living outside the state.   Louisiana Choctaw speakers are found in two small state-recognized tribes, the Clifton Choctaws and the Jena Band. ",32.7713,-89.1163,1
462,1542,Choctaw (Oklahoma),United States of America,9500.0,"Various locations in Mississippi, Oklahoma, and Louisiana.  The Choctaw Nation of  southeastern Oklahoma (centered in McCurtain County) is widely dispersed with many tribal members living outside the state.  The Mississippi Band of Choctaws live in seven small communities scattered throughout the state ( tribal headquarters in Philadelphia, MI).   Louisiana Choctaw speakers are found in two small state-recognized tribes, the Clifton Choctaws and the Jena Band.",34.1472,-94.81,1
463,1850,Gawar-Bati,"Pakistan, Afghanistan",9500.0,"Kunar Valley, Afghanistan; Arandu, Southern Chitral, Pakistan",35.158,71.4083,2
464,1088,Khaling,Nepal,9288.0,Solukhumbu district,27.5781,86.7163,2
465,1485,Western Tarahumara,Mexico,9196.0,"Municipalities of Chínipas, Maguarichi, Rocoroibo, Urique and Uruachi in the state of Chihuahua",27.3361,-108.5007,1
466,2362,Nunavimmiutitut,Canada,9105.0,Spread over 15 communities in Canada,58.1665,-68.3605,1
467,275,Woods Cree,Canada,9095.0,Spread over 24 communities in Canada,55.1711,-102.9061,1
468,1085,Dol-po,Nepal,9000.0,Dolpa district up to Tibetan border,29.2193,83.0676,2
469,2581,Helong,Indonesia,9000.0,Timor,-10.1905,123.5247,3
470,2337,Lisela,Indonesia,9000.0,Maluku,-3.2392,127.0239,1
471,1219,Motuo Menba,"China, India",9000.0,"Arunachal Pradesh, West Siang Dt., esp. in and around Menchuka ",28.664,94.0347,2
472,1889,Panamahka,Nicaragua,9000.0,Community of Musawas,14.2856,-84.5947,1
473,880,Zuni,United States of America,9000.0,Zuni Pueblo in western New Mexico.,35.082,-108.76,1
474,1750,Mopán (Belize),Belize,8980.0,"Toledo, Stann Creek, Cayo",16.2449,-88.8654,3
475,1016,Central Cuicatec,Mexico,8621.0,"Several municipalities in the state of Oaxaca, among them: Concepción Pápalo, San Juan Bautista Cuicatlán,  San Juan Tepeuxila, San Pedro Sochiapan, Santa María Pápalo, and Santos Reyes Pápalo",17.8,-96.961,1
476,1604,Phalura,Pakistan,8600.0,"Eight villages in Sourthern Chitral, near Drosh, NWFP, Pakistan",35.7264,71.7434,2
477,1268,Northern Popoloc,Mexico,8597.0,"Municipality of Tlacotepec de Benito Juárez, state of Puebla",18.6818,-97.658,1
478,1274,Ixcatlán Mazatec,Mexico,8593.0,"Municipality of San Pedro Ixcatlán, state of Oaxaca",18.1447,-96.4855,1
479,918,Patla-Chicontla Totonac,Mexico,8590.0,"Patla, Chicontla, San Pedro Tlaolantongo in the municipality of Jopala, state of Puebla; Zihuatleutla, state of Puebla",20.1644,-97.6927,3
480,994,Northwestern Tlapanec,Mexico,8409.0,"Municipality of Atlixtac, state of Guerrero",17.5595,-98.9332,1
481,271,Dene,Canada,8195.0,Spread over 28 communities in Canada,56.4807,-109.4127,1
482,1526,Micmac (Massachusetts),United States of America,8145.0,"The majority of U.S. speakers live in the Boston, Massachusetts area; Canadian communities are Restigouche, Quebec; Big Cove, New Brunswick; and Eskasoni,  Nova Scotia.",42.3589,-71.0578,2
483,708,Austral dialects,French Polynesia (France),8000.0,"Austral Islands (Rurutu, Tupuai, Rimatara, Raivavae)",-23.3775,-149.4909,2
484,1980,Hachijō,Japan,8000.0,the Hachijō and Aogashima Islands of the Izu Archipelago south of Tokyo; an outlying dialect of Japanese not listed at all by the SIL,33.11,139.7891,2
485,1853,Inga,Colombia,8000.0,"Sibundoy Valley in and around Santiago, San Andrés and Colón; Aponte (Department of Nariño)",1.1658,-77.0011,3
486,1255,Lakha,Bhutan,8000.0,’Wangdi Phodr’a district,27.5898,90.3735,2
487,767,Ojibwe,United States of America,8000.0,"Spoken in the states of Minnesota, Wisconsin, and Michigan.",46.0706,-93.6677,3
488,586,Quichua (Salasaca),Ecuador,8000.0,"Province of Tungurahua (Central Highlands), San Pedro de Pelileo county, García Moreno and  Salasaca Parishes",-1.3511,-78.6511,2
489,1182,Rongpo,India,8000.0,"Uttarakhand, Chamoli dt. ",30.7229,79.7387,1
490,735,Wampis,Peru,8000.0,Departamentos de Amazonas  y Loreto; cuenca de  ríos Morona y Santiago.,-3.4476,-77.7941,1
491,739,Yanesha,Peru,8000.0,"Depto. de  Cerro de Pasco, Prov. de  Oxapampa, cuenca de  río Palcazu.
Depto. de Junín, Prov. de Chanchamayo, alto Perené.",-10.3743,-75.2343,3
492,1369,Mam (Mexico),Mexico,7977.0,"Locality of Chimalapa  and others in Municipality of  Mazapa de Madero, municipalities of Amatenango de la Frontera, Bejucal de Ocampo, Comalapa, Huehuetán, Mototzintla, and others in the state of Chiapas; municipalities of Campeche and Othón P. Blanco in the state of Campeche",17.3661,-93.5334,3
493,1983,Macushi (Guyana),Guyana,7750.0,Rupununi savannahs in the southwestern part of Guyana. More in Roraima (Brazil).,3.6888,-59.4799,1
494,466,Chukchi,Russian Federation,7742.0,most parts of Chukchi Autonomous District and adjacent regions in Koryak Autonomous District and Lower Kolyma (Nizhnekolymskiy) County in the Republic of Sakha (Yakutia),67.6248,176.1767,3
495,1875,Cabécar,Costa Rica,7622.0,Atlantic watershed and southern Pacific slopes of the Talamanca range in southern Costa Rica according to Constenla,9.9012,-83.6844,1
496,593,Awa Cuaiquer,Colombia,7500.0,"Mainly in the department of Nariño, adjacent to Ecuador, between Pasto and the  Pacific ocean",1.4939,-78.5742,4
497,2172,Lishana Deni (Israel),Israel,7500.0,Jerusalem and  vicinity and in the rest of the country.  Population immigrated  from northwest Iraqi Kurdistan in early 1950's.,31.7748,35.1013,3
498,925,Central Pame,Mexico,7399.0,"Santa Catarina, Tamasopo (state of San Luis Potosí)",21.9208,-99.3741,1
499,309,Puinave,"Colombia, Venezuela (Bolivarian Republic of)",7377.0,Colombia: On the Inirida river in the department of Guainía. Also in Guaviare and Vichada. Venezuela: In Atabapo (Amazonas).,4.434,-68.1591,2
500,1702,Mebengokre,Brazil,7266.0,"Both the Kayapó and the Xikrin call themselves Mebengokre and speak dialects of the same language.  Older Xikrin don't consider themselves Kayapó.  The various village names (A'ukre, Gorotire, Kokrimoro, etc) are often confused with dialects or languages.",-6.5569,-52.4707,1
501,316,Tunebo,"Colombia, Venezuela (Bolivarian Republic of)",7231.0,"Departments of Boyacá (eastern slopes of the Siera Nevada del Cocuy), Norte de Santander, Casanare and Arauca (Colombia).",6.4463,-72.0483,2
502,1015,Quechua of Peruvian Amazonia,Peru,7200.0,"Preferentemente  en el Dpto. de  Loreto, pero también en algunas  zonas de  Madre de Dios.",-2.3723,-74.1137,1
503,2301,Bashkardi,Iran (Islamic Republic of),7000.0,"Eastern Hormozgan, Southern Kerman, and possibly southwestern Sistan and Baluchistan provinces.",28.5169,57.7551,2
504,2061,Gazi,Iran (Islamic Republic of),7000.0,"Gaz region, Iran",32.8036,51.6211,2
505,1332,Karagash,Russian Federation,7000.0,Krasnoyarskiy and Kharabali counties in Astrakhan Province; an outlying dialect of Nogay not listed at all by the SIL,47.2643,47.2412,2
506,1786,Natanzi,Iran (Islamic Republic of),7000.0,"Natanz, Isfahan Province, Iran",33.452,51.3006,3
507,1783,Nayini,Iran (Islamic Republic of),7000.0,"Nayin and Anarak, Esfahan Province, Iran",32.8519,53.1573,3
508,1439,Parya,"Uzbekistan, Tajikistan, Afghanistan",7000.0,"Hissor Valley of western Tajikistan, Surkhandarya Valley of Uzbekistan and Kunduz region of Afghanistan",38.5094,68.0932,3
509,1795,Sivandi,Iran (Islamic Republic of),7000.0,"Sivand, Fars Province , Iran",29.9168,51.5945,2
510,2302,Soi,Iran (Islamic Republic of),7000.0,Central Iran,31.6533,55.6787,2
511,1852,Tucano (Brazil),Brazil,7000.0,"Tukano is spoken by various people who are not ethnically Tukano, increasing the speaker numbers",0.1757,-67.2363,1
512,320,Wapishana (Guyana),Guyana,7000.0,"Southwestern part of Guyana (area of Lethem, western tributaries of the Essequibo). State of Roraima, Brazil.",2.3065,-59.6997,1
513,1828,Sakapultek,Guatemala,6973.0,Sacapulas,14.9752,-91.0527,2
514,2339,Kosraean,"Micronesia (Federated States of), Nauru",6900.0,Also spoken on Nauru,5.322,162.9904,3
515,1902,Waunana (Panama),Panama,6882.0,Southern Panama Lowlands,8.2984,-78.1018,3
516,694,San Francisco del Mar Huave,Mexico,6874.0,"Municipality of San Francisco del Mar, state of Oaxaca",16.3333,-94.5166,4
517,692,Northern East Cree,Canada,6870.0,Spread over 5 communities in Canada,53.6916,-78.8011,1
518,1317,Micmac (Canada),Canada,6850.0,Spread over 32 communities in Canada,45.9646,-60.6172,1
519,2720,Northern Tepehuán,Mexico,6802.0,Baborigame in the state of Chihuahua,26.4258,-107.2683,2
520,1087,Miju,"China, India",6700.0,"Arunachal Pradesh, Lohit and Anjan districts",28.1155,96.2896,1
521,879,Rio Grande Keresan,United States of America,6685.0,"Spoken in five pueblos north of Albuquerque, NM:  Zia, Santa Ana, San Felipe, Santo Domingo, and Cochiti.",35.5147,-106.3655,2
522,1281,Western Mazatec,Mexico,6639.0,Municipalities of San Lucas Zoquiapan and San Martín Toxpalan,18.1351,-96.9057,1
523,57,Thuri,Sudan,6600.0,"Southern Sudan between Wau and Aweil, between Jur and Lol rivers, on Raga-Nyamlell road, and on Wau-Deim Zubeir road.",8.4397,25.4333,1
524,1053,Karata,Russian Federation,6574.0,"nine villages, including Karata and Tokita (Tukita), in Akhvakh County in the Republic of Daghestan",42.5874,46.3348,2
525,2375,Saulteau,Canada,6558.0,Spread over 70 communities in Canada,50.5573,-98.6562,1
526,1166,Kumāle,Nepal,6533.0,Gorkhā district,27.788,84.548,3
527,929,Lower Northwestern Otomí,Mexico,6509.0,"Santiago Mexquititlán Municipality of Amealco, Querétaro",20.1865,-100.1469,1
528,585,Chiquitano (Bolivia),Bolivia (Plurinational State of),6500.0,"In the department of Santa Cruz, Bolivia: provinces of Ñuflo de Chávez, Velasco, Chiquitos, A. Sandoval, Germán Busch.
In the state of Mato Grosso, Brazil. The most active speakers are in the Lomerío area, near the mission town of Concepción.",-16.5835,-61.6113,2
529,1042,Bezhta,Russian Federation,6461.0,"the villages of Bezhta, Tlyadal, and Khasharkhota in Tsunta County in the Republic of Daghestan",42.1369,46.1508,2
530,1115,Thakali,Nepal,6441.0,Kālī Gaṇḍakī river valley,28.7146,83.6478,1
531,74,Dongotono,Sudan,6219.0,"Southern Sudan, 
Eastern Equatoria Province, 
Dongotono Hills southeast of Torit.",4.965,35.321,1
532,498,Shor,Russian Federation,6210.0,the southern parts of Kemerovo Province and adjacent regions,53.0544,87.7478,3
533,992,Central Tlapanec,Mexico,6191.0,"Municipality of Tlacoapa, state of Guerrero",17.2624,-98.7482,1
534,2366,Oji-Cree,Canada,6110.0,Spread over 18 communities in Canada,53.8141,-94.8977,1
535,2271,Ampibabo Lauje,Indonesia,6000.0,Sulawesi,0.3295,120.1904,1
536,1631,Cashinahua (Brazil),Brazil,6000.0,"The group lives in Indigenous Lands: Alto Rio Purus; Igarapé do Caucho; Katukina/Kaxinawá; Kaxinawá do Baixo Rio Jordão; Kaxinawá do Rio Humaitá; Kaxinawá do Baixo Rio Jordão; Kaxinawá do Seringal Curralinho; Kaxinawá Nova Olinda; Kaxinawá/ Ashaninka do Rio Breu - Acre State - Brazil.
Peru: villages Balta, Colombiana and San Martin
Brazil: Mucuripe
",-9.2603,-71.5304,1
537,2624,Nauruan,Nauru,6000.0,Nauru Island,-0.53,166.9221,3
538,1818,Nheengatu / Yeral (Brazil),Brazil,6000.0,"There are a number of dialects of Nheengatu, the dialect of the Upper Rio Negro (the Middle Rio Negro is similar) being much more known.",-0.4833,-67.0166,3
539,2299,Parachi,Afghanistan,6000.0,"Villages in Nijrau,Tagau, Pachaghan, Shutul, Ghujula in Hindu Kush Valley near Kabul. Afghanistan",34.4658,68.637,2
540,1014,Quechua of San Martín,Peru,6000.0,"En el departamento de  San Martín, provincia de  Lamas, poblado de Wayqo, entre otros.",-6.5336,-76.4428,3
541,1293,Sawkna,Libyan Arab Jamahiriya,6000.0,"According to Ethnologue, the language is spoken in the Tripolitania region.",27.252,17.7539,4
542,1100,Sulung,"China, India",6000.0,"Arunachal Pradesh, northeast corner of East Kameng Dt.",27.839,92.8784,2
543,1060,Tindi,Russian Federation,6000.0,"the villages of Tindi, Angida, Aknada, Echeda, and Tissi in Tsumada County in the Republic of Daghestan",42.466,46.1453,2
544,785,Western Apache,United States of America,6000.0,"speakers are located in Arizona at five locations: San Carlos Apache Reservation, Ft. Apache Reservation, Tonto Reservation (Payson), Ft. McDowell Reservation (Scottsdale), Camp Verde Reservation",33.2563,-110.4637,2
545,1460,Yazgulami,Tajikistan,6000.0,"Yazgulam valley, Vanj district, Gorno Badakhshan Autonomous Region, Tajikistan",38.1982,71.4276,3
546,432,Chantyal,Nepal,5912.0,Myāgdī district.,28.4493,83.4054,2
547,2341,Mortlockese,Micronesia (Federated States of),5904.0,Mortlock Islands,5.5811,153.5668,2
548,285,"Akawaio (Guyana, Venezuela)","Guyana, Venezuela (Bolivarian Republic of)",5800.0,"Mainly in the Mazaruni River Basin (Guyana), also in Gran Sabana region of Venezuela (state of Bolívar).",5.3753,-60.5126,2
549,1039,Akhvakh,Russian Federation,5793.0,"six villages in Akhvakh County and the villages of Ratlub, Tlyanub, and Tsegob in Kakhib County in the Republic of Daghestan in the Russian Federation; expatriate community of Akhvakh-dere in Kuba (Quba) County in Azerbaijan",42.472,46.3238,2
550,420,Veps,Russian Federation,5753.0,"three dialect areas: Northern Veps:  the eastern part of Onega (Prionezhskiy) County in the Republic of Karelia; Central Veps: across the boundary of St. Petersburg (Leningrad) and Vologda provinces, mainly in the southern part of Podporozh’ye County, the eastern corner of Tikhvin County and the northeastern part of Boksitogorsk counties in St. Petersburg Province, and the western parts of Babayevo and Vytegra counties in Vologda Province; Southern Veps: the southeastern part of Boksitogorsk County",60.3269,34.8046,3
551,2372,Qikiqtaaluk nigiani,Canada,5740.0,Spread over 5 communities in Canada,63.7577,-68.5178,1
552,1829,Sipakapense,Guatemala,5687.0,Sipacapa in the municipality of San Marcos,15.2121,-91.6335,2
553,1871,Bribri (Costa Rica),Costa Rica,5647.0,"Southern Atlantic and Pacific slopes of Talamanca range according to Constenla; Cantón of Talamanca, Limón province; cantón of Buenos aires, Punta Arenas province according to Ethnologue",9.5596,-83.3073,1
554,909,Central Zoque,Mexico,5500.0,"Municipalities of Copainalá, Ostuacán, Tecpatlán, state of Chiapas",17.0965,-93.2095,2
555,1605,Dameli,Pakistan,5500.0,"Damel valley, sourthern Chitral district, NWFP, Pakistan",35.578,71.8684,3
556,1603,Yidgha,Pakistan,5500.0,"Lutkuh Valley of Chitral, west of Garam Chishma in Chitral district, NWFP, Pakistan",36.0024,71.6006,2
557,1486,Southeastern Tarahumara,Mexico,5406.0,Localities of Chinatú and others in the municipality of Guadalupe y Calvo in the state of Chihuahua,26.0891,-106.9645,1
558,634,Chimané,Bolivia (Plurinational State of),5300.0,"Near San Borja, province of Ballivián, department of Bení (Bolivia).",-15.2629,-66.8518,1
559,851,San Dionisio del Mar Huave,Mexico,5165.0,"Municipality of San Dionisio del Mar, state of Oaxaca",16.3166,-94.75,2
